Range_Series,BodyType,ManufacturerID,Odometer,Year,Engine,FuelType,InvoiceAmount
HILUX,Utility,TO,57986,2020,,Diesel,52678
HILUX,Utility,TO,60708,2013,,Diesel,39970
HILUX,Utility,TO,60863,2018,,Diesel,38726
HILUX,Utility,TO,61111,2019,,Diesel,49000
HILUX,Utility,TO,61586,2018,,Diesel,55990
HILUX,Utility,TO,61650,2018,,Diesel,54990
HILUX,Utility,TO,63053,2019,,Diesel,65000
HILUX,Utility,TO,63511,2018,,Diesel,50744
HILUX,Utility,TO,64100,2015,,Diesel,33880
HILUX,Utility,TO,67357,2017,,Diesel,45000
HILUX,Utility,TO,68394,2019,,Diesel,62500
HILUX,Utility,TO,69174,2015,,Diesel,30565
HILUX,Utility,TO,69925,2020,,Diesel,50821
HILUX,Utility,TO,69939,2018,,Diesel,48231
HILUX,Utility,TO,74600,2017,,Diesel,54745
HILUX,Utility,TO,75340,2020,,Diesel,52000
HILUX,Utility,TO,76882,2017,,Diesel,42155
HILUX,Utility,TO,78529,2017,,Diesel,52000
HILUX,Utility,TO,85009,2020,,Diesel,56900
HILUX,Utility,TO,88121,2016,,Diesel,44195
HILUX,Utility,TO,91621,2017,,Diesel,39758
HILUX,Utility,TO,96680,2017,,Diesel,52990
HILUX,Utility,TO,96969,2016,,Diesel,38711
HILUX,Utility,TO,99576,2016,,Diesel,46990
HILUX,Utility,TO,103452,2016,,Diesel,44228
HILUX,Utility,TO,105380,2018,,Diesel,48474
HILUX,Utility,TO,107258,2017,,Diesel,45430
HILUX,Utility,TO,108194,2016,,Diesel,42275
HILUX,Utility,TO,110099,2017,,Diesel,46875
HILUX,Utility,TO,111673,2019,,Diesel,58000
HILUX,Utility,TO,112653,2018,,Diesel,40888
HILUX,Utility,TO,119974,2015,,Diesel,37490
HILUX,Utility,TO,121837,2013,,Diesel,31500
HILUX,Utility,TO,125181,2012,,Diesel,32250
HILUX,Utility,TO,134999,2015,,Diesel,42708
HILUX,Utility,TO,144013,2013,,Diesel,39990
HILUX,Utility,TO,158780,2019,,Diesel,37618
HILUX,Utility,TO,159617,2015,,Diesel,40000
HILUX,Utility,TO,167002,2012,,Diesel,34540
HILUX,Utility,TO,167580,2018,,Diesel,39187
HR-V,Hatchback,HO,9547,2021,,Unleaded,30500
HR-V,Hatchback,HO,10100,2018,,Unleaded,27500
HR-V,Hatchback,HO,14941,2019,,Unleaded,26000
HR-V,Hatchback,HO,18680,2016,,Unleaded,25000
HR-V,Hatchback,HO,24547,2017,,Unleaded,22000
HR-V,Hatchback,HO,25048,2018,,Unleaded,26500
HR-V,Hatchback,HO,25805,2018,,Unleaded,32990
HR-V,Hatchback,HO,26908,2017,,Unleaded,24000
HR-V,Hatchback,HO,27100,2019,,Unleaded,28700
HR-V,Hatchback,HO,38051,2018,,Unleaded,31000
HR-V,Hatchback,HO,38144,2019,,Unleaded,33554
HR-V,Hatchback,HO,45000,2016,,Unleaded,20000
HR-V,Hatchback,HO,47680,2015,,Unleaded,21595
HR-V,Hatchback,HO,51142,2015,,Unleaded,24411
HR-V,Hatchback,HO,51705,2015,,Unleaded,23495
HR-V,Hatchback,HO,53300,2016,,Unleaded,20510
HR-V,Hatchback,HO,54274,2019,,Unleaded,24990
HR-V,Hatchback,HO,58583,2018,,Unleaded,25350
HR-V,Hatchback,HO,61572,2017,,Unleaded,20275
HR-V,Hatchback,HO,69000,2015,,Unleaded,20500
HR-V,Hatchback,HO,70935,2019,,Unleaded,25010
HR-V,Hatchback,HO,82960,2015,,Unleaded,21000
HR-V,Hatchback,HO,92178,2016,,Unleaded,20500
HR-V,Hatchback,HO,112404,2015,,Unleaded,16000
HR-V,Hatchback,HO,114507,2015,,Unleaded,21500
HR-V,Hatchback,HO,123974,2016,,Unleaded,19500
HR-V,Hatchback,HO,124961,2019,,Unleaded,21990
HR-V,Wagon,HO,6741,2022,,Unleaded,34500
HR-V,Wagon,HO,10478,2022,,Unleaded,28840
HR-V,Wagon,HO,10947,2018,,Unleaded,25786
HR-V,Wagon,HO,16597,2017,,Unleaded,20816
HR-V,Wagon,HO,24105,2018,,Unleaded,22990
HR-V,Wagon,HO,26379,2018,,Unleaded,21768
HR-V,Wagon,HO,26429,2020,,Unleaded,26831
HR-V,Wagon,HO,30490,2019,,Unleaded,26769
HR-V,Wagon,HO,33467,2018,,Unleaded,24260
HR-V,Wagon,HO,45470,2015,,Unleaded,28095
HR-V,Wagon,HO,50432,2018,,Premium,21500
HR-V,Wagon,HO,51785,2019,,Unleaded,23990
HR-V,Wagon,HO,62349,2015,,Unleaded,22286
HR-V,Wagon,HO,64968,2019,,Unleaded,25870
HR-V,Wagon,HO,66567,2019,,Unleaded,21490
HR-V,Wagon,HO,68252,2018,,Unleaded,19758
HR-V,Wagon,HO,69581,2017,,Unleaded,20673
HR-V,Wagon,HO,71628,2020,,Unleaded,21000
HR-V,Wagon,HO,72910,2015,,Premium,17547
HR-V,Wagon,HO,88303,2018,,Unleaded,21785
HR-V,Wagon,HO,127903,2015,,Unleaded,16758
HR-V,Wagon,HO,152012,2016,,Unleaded,17165
HR-V,Wagon,HO,167369,2017,,Unleaded,18928
HS,Wagon,MG,7894,2021,,Premium,23677
HS,Wagon,MG,35286,2020,,Premium,24863
HS,Wagon,MG,36293,2021,,Premium,25429
HS,Wagon,MG,36933,2021,,Premium,21786
HS,Wagon,MG,43642,2020,,Premium,23871
HS,Wagon,MG,46206,2021,,Premium,22268
HS,Wagon,MG,94903,2021,,Premium,18816
HS,Wagon,MG,101719,2021,,Premium,14399
HS,Wagon,MG,113822,2021,,Premium,16788
HS PHEV,Wagon,MG,8934,2021,,Premium,27758
I20,Hatchback,HY,51,2023,,Unleaded,43395
I20,Hatchback,HY,55,2023,,Unleaded,40990
I20,Hatchback,HY,735,2021,,Unleaded,41500
I20,Hatchback,HY,1034,2022,,Unleaded,43290
I20,Hatchback,HY,1714,2022,,Unleaded,41831
I20,Hatchback,HY,2500,2023,,Unleaded,40595
I20,Hatchback,HY,4006,2021,,Unleaded,43900
I20,Hatchback,HY,17020,2023,,Unleaded,33210
I20,Hatchback,HY,41894,2013,,Unleaded,7900
I20,Hatchback,HY,81616,2015,,Unleaded,11890
I20,Hatchback,HY,84345,2012,,Unleaded,6000
I20,Hatchback,HY,86232,2013,,Unleaded,8876
I30,Hatchback,HY,2406,2023,,Premium,46000
I30,Hatchback,HY,2481,2020,,Unleaded,26400
I30,Hatchback,HY,3546,2022,,Premium,59990
I30,Hatchback,HY,6490,2022,,Unleaded,41615
I30,Hatchback,HY,9053,2017,,Unleaded,20745
I30,Hatchback,HY,10517,2017,,Unleaded,17250
I30,Hatchback,HY,10584,2018,,Premium,36500
I30,Hatchback,HY,10753,2022,,Unleaded,29849
I30,Hatchback,HY,11096,2021,,Unleaded,26000
I30,Hatchback,HY,11445,2019,,Unleaded,29888
I30,Hatchback,HY,11666,2014,,Unleaded,14990
I30,Hatchback,HY,12089,2019,,Unleaded,18500
I30,Hatchback,HY,12455,2016,,Unleaded,22500
I30,Hatchback,HY,13123,2016,,Unleaded,20000
I30,Hatchback,HY,13223,2021,,Unleaded,27888
I30,Hatchback,HY,14406,2018,,Unleaded,23173
I30,Hatchback,HY,14472,2022,,Unleaded,26786
I30,Hatchback,HY,14805,2022,,Unleaded,31561
I30,Hatchback,HY,15006,2018,,Unleaded,28200
I30,Hatchback,HY,16415,2021,,Unleaded,25990
I30,Hatchback,HY,17794,2018,,Unleaded,20786
I30,Hatchback,HY,18789,2017,,Unleaded,23800
I30,Hatchback,HY,18842,2022,,Unleaded,31968
I30,Hatchback,HY,21568,2022,,Unleaded,27000
I30,Hatchback,HY,22389,2018,,Unleaded,24000
I30,Hatchback,HY,22468,2020,,Unleaded,29990
I30,Hatchback,HY,22899,2013,,Unleaded,18000
I30,Hatchback,HY,24000,2021,,Unleaded,28000
I30,Hatchback,HY,24374,2019,,Unleaded,33305
I30,Hatchback,HY,24780,2022,,Unleaded,26291
I30,Hatchback,HY,25000,2022,,Unleaded,22500
I30,Hatchback,HY,25038,2019,,Unleaded,28637
I30,Hatchback,HY,26619,2019,,Unleaded,29500
I30,Hatchback,HY,30994,2020,,Unleaded,22865
I30,Hatchback,HY,31247,2021,,Unleaded,24370
I30,Hatchback,HY,31248,2015,,Unleaded,18769
I30,Hatchback,HY,32292,2020,,Unleaded,34758
I30,Hatchback,HY,35668,2018,,Unleaded,21086
I30,Hatchback,HY,36099,2017,,Unleaded,24375
I30,Hatchback,HY,36755,2019,,Unleaded,29388
I30,Hatchback,HY,37216,2019,,Unleaded,32990
I30,Hatchback,HY,37310,2019,,Unleaded,22888
I30,Hatchback,HY,37821,2018,,Unleaded,22945
I30,Hatchback,HY,38405,2016,,Unleaded,16836
I30,Hatchback,HY,38724,2018,,Unleaded,25290
I30,Hatchback,HY,39138,2022,,Unleaded,24627
I30,Hatchback,HY,39712,2020,,Unleaded,22409
I30,Hatchback,HY,40591,2018,,Unleaded,23372
I30,Hatchback,HY,42626,2020,,Unleaded,28789
I30,Hatchback,HY,42911,2020,,Unleaded,26831
I30,Hatchback,HY,43276,2021,,Unleaded,24381
I30,Hatchback,HY,43330,2019,,Unleaded,32997
I30,Hatchback,HY,44977,2020,,Unleaded,34277
I30,Hatchback,HY,45200,2020,,Unleaded,28990
I30,Hatchback,HY,45268,2017,,Unleaded,21505
I30,Hatchback,HY,45389,2017,,Unleaded,26678
I30,Hatchback,HY,45751,2020,,Unleaded,23328
I30,Hatchback,HY,46424,2019,,Unleaded,21785
I30,Hatchback,HY,46678,2016,,Unleaded,17500
I30,Hatchback,HY,46822,2019,,Premium,36786
I30,Hatchback,HY,47144,2018,,Unleaded,25000
I30,Hatchback,HY,47485,2017,,Unleaded,23786
I30,Hatchback,HY,47816,2017,,Unleaded,20288
I30,Hatchback,HY,48124,2019,,Unleaded,19857
I30,Hatchback,HY,48326,2021,,Unleaded,22786
I30,Hatchback,HY,48347,2017,,Unleaded,24100
I30,Hatchback,HY,48477,2015,,Unleaded,19305
I30,Hatchback,HY,49000,2017,,Unleaded,29000
I30,Hatchback,HY,50000,2020,,Unleaded,24500
I30,Hatchback,HY,50217,2021,,Unleaded,21867
I30,Hatchback,HY,50534,2019,,Unleaded,26860
I30,Hatchback,HY,50630,2018,,Premium,38154
I30,Hatchback,HY,50790,2021,,Unleaded,22303
I30,Hatchback,HY,51254,2018,,Unleaded,22400
I30,Hatchback,HY,51436,2017,,Unleaded,21726
I30,Hatchback,HY,51607,2016,,Unleaded,16800
I30,Hatchback,HY,52101,2020,,Unleaded,26617
I30,Hatchback,HY,52834,2019,,Unleaded,26200
I30,Hatchback,HY,54824,2016,,Unleaded,16300
I30,Hatchback,HY,55957,2019,,Unleaded,23800
I30,Hatchback,HY,56070,2022,,Unleaded,22500
I30,Hatchback,HY,56402,2016,,Unleaded,17780
I30,Hatchback,HY,56984,2020,,Unleaded,21728
I30,Hatchback,HY,57801,2019,,Unleaded,22801
I30,Hatchback,HY,59087,2018,,Unleaded,28783
I30,Hatchback,HY,59254,2017,,Unleaded,24718
I30,Hatchback,HY,59819,2017,,Unleaded,21990
I30,Hatchback,HY,61913,2018,,Unleaded,28668
I30,Hatchback,HY,62332,2017,,Unleaded,19863
I30,Hatchback,HY,63325,2016,,Unleaded,16926
I30,Hatchback,HY,63491,2018,,Unleaded,18000
I30,Hatchback,HY,64036,2018,,Unleaded,23490
I30,Hatchback,HY,64210,2017,,Unleaded,25668
I30,Hatchback,HY,65765,2016,,Unleaded,18765
I30,Hatchback,HY,65791,2013,,Unleaded,18125
I30,Hatchback,HY,66214,2018,,Unleaded,19982
I30,Hatchback,HY,66756,2016,,Unleaded,18000
I30,Hatchback,HY,69347,2014,,Unleaded,12236
I30,Hatchback,HY,70580,2018,,Unleaded,25785
I30,Hatchback,HY,70660,2014,,Unleaded,14500
I30,Hatchback,HY,70767,2018,,Unleaded,20190
I30,Hatchback,HY,71426,2019,,Unleaded,25000
I30,Hatchback,HY,72060,2014,,Unleaded,17800
I30,Hatchback,HY,72366,2017,,Premium,18000
I30,Hatchback,HY,74696,2019,,Unleaded,18735
I30,Hatchback,HY,74701,2018,,Unleaded,17958
I30,Hatchback,HY,74898,2015,,Unleaded,14792
I30,Hatchback,HY,76654,2014,,Unleaded,15286
I30,Hatchback,HY,76986,2020,,Unleaded,19835
I30,Hatchback,HY,78271,2016,,Unleaded,12000
I30,Hatchback,HY,80100,2013,,Diesel,17000
I30,Hatchback,HY,82310,2015,,Unleaded,16500
I30,Hatchback,HY,82490,2016,,Unleaded,17563
I30,Hatchback,HY,83950,2017,,Unleaded,23718
I30,Hatchback,HY,84048,2014,,Unleaded,9876
I30,Hatchback,HY,85417,2018,,Unleaded,21386
I30,Hatchback,HY,85890,2017,,Unleaded,26950
I30,Hatchback,HY,86188,2016,,Unleaded,19835
I30,Hatchback,HY,86314,2017,,Unleaded,11600
I30,Hatchback,HY,88348,2014,,Unleaded,16835
I30,Hatchback,HY,88627,2018,,Unleaded,17835
I30,Hatchback,HY,89296,2013,,Unleaded,16990
I30,Hatchback,HY,90609,2016,,Unleaded,16800
I30,Hatchback,HY,95541,2013,,Unleaded,12230
I30,Hatchback,HY,102147,2014,,Unleaded,15480
I30,Hatchback,HY,104194,2012,,Unleaded,9500
I30,Hatchback,HY,106929,2019,,Unleaded,12508
I30,Hatchback,HY,112880,2017,,Unleaded,19400
I30,Hatchback,HY,113119,2017,,Unleaded,15371
I30,Hatchback,HY,113423,2018,,Unleaded,24176
I30,Hatchback,HY,114861,2016,,Diesel,15628
I30,Hatchback,HY,116380,2015,,Unleaded,14826
I30,Hatchback,HY,116480,2014,,Unleaded,15230
I30,Hatchback,HY,119036,2015,,Unleaded,9875
I30,Hatchback,HY,120214,2015,,Unleaded,16273
I30,Hatchback,HY,121126,2015,,Unleaded,10786
I30,Hatchback,HY,122658,2014,,Unleaded,14738
I30,Hatchback,HY,137207,2013,,Unleaded,10877
I30,Hatchback,HY,143089,2012,,Unleaded,3200
I30,Hatchback,HY,144483,2016,,Unleaded,12884
I30,Hatchback,HY,144905,2012,,Unleaded,9999
I30,Null,HY,,2021,,NUnleadedLL,29783
I30,Sedan,HY,980,2021,,Premium,47000
I30,Sedan,HY,4000,2022,,Premium,46000
I30,Sedan,HY,18500,2020,,Unleaded,25515
I30,Sedan,HY,51699,2022,,Unleaded,37668
I40,Null,HY,,2011,,NUnleadedLL,12435
I40,Sedan,HY,12043,2013,,Unleaded,15176
I40,Wagon,HY,51800,2013,,Unleaded,16880
I40,Wagon,HY,80681,2016,,Diesel,17500
I45,Sedan,HY,143400,2010,,Unleaded,8000
I45,Sedan,HY,176078,2010,,Unleaded,7000
IGNIS,Hatchback,SZ,16071,2021,,Unleaded,19755
IGNIS,Hatchback,SZ,16813,2018,,Unleaded,19453
IGNIS,Hatchback,SZ,21000,2019,,Unleaded,18450
IGNIS,Hatchback,SZ,35976,2017,,Unleaded,13827
IGNIS,Hatchback,SZ,61704,2017,,Unleaded,20130
IGNIS,Hatchback,SZ,81406,2017,,Unleaded,12500
IGNIS,Hatchback,SZ,84237,2016,,Unleaded,14238
ILOAD,Van,HY,13502,2020,,Diesel,38200
ILOAD,Van,HY,47631,2019,,Diesel,36978
ILOAD,Van,HY,51373,2020,,Diesel,41352
ILOAD,Van,HY,53824,2016,,Diesel,31483
ILOAD,Van,HY,66752,2020,,Diesel,34986
ILOAD,Van,HY,99410,2018,,Diesel,30488
IMAX,Wagon,HY,4263,2021,,Diesel,54850
IMAX,Wagon,HY,12791,2019,,Diesel,47600
IMAX,Wagon,HY,77730,2019,,Diesel,45756
IMAX,Wagon,HY,89685,2016,,Unleaded,26971
IMAX,Wagon,HY,94099,2017,,Diesel,32550
IMPREZA,Hatchback,SU,3,2018,,Unleaded,22500
IMPREZA,Hatchback,SU,2480,2017,,Unleaded,27100
IMPREZA,Hatchback,SU,2719,2021,,Unleaded,31500
IMPREZA,Hatchback,SU,3175,2021,,Unleaded,27500
IMPREZA,Hatchback,SU,4002,2022,,Unleaded,35000
IMPREZA,Hatchback,SU,6961,2020,,Unleaded,31990
IMPREZA,Hatchback,SU,8478,2020,,Unleaded,32925
IMPREZA,Hatchback,SU,11343,2019,,Unleaded,26000
IMPREZA,Hatchback,SU,15819,2020,,Unleaded,37000
IMPREZA,Hatchback,SU,17691,2017,,Unleaded,27500
IMPREZA,Hatchback,SU,25500,2022,,Unleaded,29887
IMPREZA,Hatchback,SU,25874,2019,,Unleaded,29850
IMPREZA,Hatchback,SU,27680,2019,,Unleaded,22816
IMPREZA,Hatchback,SU,32429,2016,,Premium,18459
IMPREZA,Hatchback,SU,33167,2017,,Unleaded,19350
IMPREZA,Hatchback,SU,35000,2019,,Unleaded,23800
IMPREZA,Hatchback,SU,38594,2017,,Unleaded,22450
IMPREZA,Hatchback,SU,40699,2019,,Unleaded,18500
IMPREZA,Hatchback,SU,40963,2017,,Unleaded,21800
IMPREZA,Hatchback,SU,43791,2017,,Unleaded,23969
IMPREZA,Hatchback,SU,44775,2019,,Unleaded,21867
IMPREZA,Hatchback,SU,46151,2018,,Unleaded,26750
IMPREZA,Hatchback,SU,48744,2019,,Unleaded,24731
IMPREZA,Hatchback,SU,53445,2016,,Premium,22500
IMPREZA,Hatchback,SU,54396,2015,,Unleaded,14678
IMPREZA,Hatchback,SU,58350,2017,,Unleaded,22587
IMPREZA,Hatchback,SU,61213,2017,,Unleaded,23768
IMPREZA,Hatchback,SU,61669,2020,,Unleaded,30208
IMPREZA,Hatchback,SU,63879,2018,,Unleaded,25000
IMPREZA,Hatchback,SU,65635,2017,,Unleaded,22763
IMPREZA,Hatchback,SU,67000,2015,,Unleaded,17500
IMPREZA,Hatchback,SU,68710,2015,,Unleaded,22983
IMPREZA,Hatchback,SU,72378,2018,,Unleaded,20320
IMPREZA,Hatchback,SU,77500,2005,,Unleaded,1250
IMPREZA,Hatchback,SU,78639,2009,,Unleaded,4500
IMPREZA,Hatchback,SU,86823,2017,,Unleaded,26940
IMPREZA,Hatchback,SU,90000,2014,,Unleaded,9000
IMPREZA,Hatchback,SU,93233,2016,,Unleaded,19500
IMPREZA,Hatchback,SU,100400,2008,,Unleaded,8315
IMPREZA,Hatchback,SU,117417,2012,,Unleaded,14400
IMPREZA,Hatchback,SU,131681,2008,,Premium,23679
IMPREZA,Sedan,SU,14559,2020,,Unleaded,32595
IMPREZA,Sedan,SU,34350,2018,,Unleaded,21500
IMPREZA,Sedan,SU,56679,2017,,Unleaded,24500
IMPREZA,Sedan,SU,68049,2017,,Unleaded,23124
IMPREZA,Sedan,SU,75527,2018,,Unleaded,23000
IMPREZA,Sedan,SU,75852,2011,,Unleaded,10800
IMPREZA,Sedan,SU,82633,2019,,Unleaded,23636
IMPREZA,Sedan,SU,90855,2012,,Unleaded,14400
IMPREZA,Sedan,SU,113213,2013,,Unleaded,13500
IMPREZA,Sedan,SU,122507,2012,,Unleaded,14700
IMPREZA,Sedan,SU,129325,2012,,Premium,26750
IONIQ,Fastback,HY,9265,2021,,Electric,53000
IONIQ,Fastback,HY,73977,2018,,Unleaded,29457
I-PACE,Wagon,JA,3700,2019,,Electric,125124
IS Series,Sedan,LX,17940,2016,,Premium,30764
IS Series,Sedan,LX,31325,2019,,Premium,48500
IS Series,Sedan,LX,34412,2021,,Premium,63095
IS Series,Sedan,LX,87594,2012,,Premium,19888
IS Series,Sedan,LX,96780,2016,,Premium,28600
IS Series,Sedan,LX,99677,2009,,Unleaded,15980
IS Series,Sedan,LX,111082,2007,,Unleaded,9000
IS Series,Sedan,LX,118637,2008,,Unleaded,7000
IS Series,Sedan,LX,129669,2014,,Premium,21670
IS Series,Sedan,LX,162288,2013,,Premium,17081
IS Series,Sedan,LX,179705,2012,,Unleaded,17500
IS Series,Sedan,LX,184092,2010,,Unleaded,13585
IX35,Wagon,HY,83188,2015,,Unleaded,19586
IX35,Wagon,HY,83452,2013,,Unleaded,16500
IX35,Wagon,HY,85260,2014,,Diesel,18000
IX35,Wagon,HY,87232,2011,,Diesel,15169
IX35,Wagon,HY,91974,2015,,Unleaded,14788
IX35,Wagon,HY,94472,2013,,Diesel,16518
IX35,Wagon,HY,97454,2014,,Unleaded,15900
IX35,Wagon,HY,100261,2015,,Unleaded,16990
IX35,Wagon,HY,109778,2013,,Unleaded,19325
IX35,Wagon,HY,112115,2013,,Unleaded,16215
IX35,Wagon,HY,121798,2014,,Diesel,16788
IX35,Wagon,HY,122864,2013,,Unleaded,13888
IX35,Wagon,HY,123466,2014,,Unleaded,15900
IX35,Wagon,HY,135643,2012,,Unleaded,16250
IX35,Wagon,HY,136204,2015,,Diesel,18950
IX35,Wagon,HY,139134,2014,,Unleaded,10658
IX35,Wagon,HY,148128,2013,,Unleaded,14387
IX35,Wagon,HY,167896,2011,,Unleaded,9500
IX35,Wagon,HY,173707,2013,,Diesel,14880
JAZZ,Hatchback,HO,14149,2017,,Unleaded,18000
JAZZ,Hatchback,HO,18063,2019,,Unleaded,25000
JAZZ,Hatchback,HO,30860,2018,,Unleaded,15000
JAZZ,Hatchback,HO,37869,2018,,Unleaded,19001
JAZZ,Hatchback,HO,44227,2016,,Unleaded,9000
JAZZ,Hatchback,HO,47000,2013,,Unleaded,11499
JAZZ,Hatchback,HO,48038,2014,,Unleaded,17990
JAZZ,Hatchback,HO,50126,2013,,Unleaded,13800
JAZZ,Hatchback,HO,52131,2020,,Unleaded,20495
JAZZ,Hatchback,HO,53128,2013,,Unleaded,16990
JAZZ,Hatchback,HO,56616,2012,,Unleaded,6500
JAZZ,Hatchback,HO,59996,2018,,Unleaded,18540
JAZZ,Hatchback,HO,64477,2018,,Unleaded,17700
JAZZ,Hatchback,HO,69558,2014,,Unleaded,12876
JAZZ,Hatchback,HO,70147,2018,,Unleaded,16000
JAZZ,Hatchback,HO,71530,2008,,Unleaded,9200
JAZZ,Hatchback,HO,75565,2014,,Unleaded,7500
JAZZ,Hatchback,HO,77417,2015,,Unleaded,17586
JAZZ,Hatchback,HO,83317,2015,,Unleaded,15876
JAZZ,Hatchback,HO,87615,2020,,Unleaded,18736
JAZZ,Hatchback,HO,94872,2012,,Unleaded,10450
JAZZ,Hatchback,HO,106793,2016,,Unleaded,15497
JAZZ,Hatchback,HO,110373,2014,,Unleaded,13990
JAZZ,Hatchback,HO,111624,2014,,Unleaded,14285
JAZZ,Hatchback,HO,136255,2013,,Unleaded,14352
JAZZ,Hatchback,HO,140852,2015,,Unleaded,15561
JETTA,Sedan,VW,11197,2017,,Premium,19683
JETTA,Sedan,VW,12738,2017,,Premium,17450
JETTA,Sedan,VW,17222,2016,,Premium,19000
JETTA,Sedan,VW,46673,2017,,Premium,19260
JETTA,Sedan,VW,73629,2013,,Premium,10253
JETTA,Sedan,VW,79975,2015,,Premium,12000
JETTA,Sedan,VW,83000,2013,,Premium,14880
JETTA,Sedan,VW,93841,2011,,Premium,9500
JETTA,Sedan,VW,114204,2016,,Premium,8000
JETTA,Sedan,VW,121744,2015,,Premium,15837
JETTA,Sedan,VW,125229,2014,,Diesel,13000
JETTA,Sedan,VW,134784,2014,,Diesel,12000
JETTA,Sedan,VW,136697,2011,,Premium,11646
JIMNY,Hardtop,SZ,9,2022,,Unleaded,41500
JIMNY,Hardtop,SZ,10,2022,,Unleaded,43000
JIMNY,Hardtop,SZ,20,2021,,Unleaded,41120
JIMNY,Hardtop,SZ,23,2021,,Unleaded,41990
JIMNY,Hardtop,SZ,25,2022,,Unleaded,40953
JIMNY,Hardtop,SZ,25,2022,,Unleaded,41738
JIMNY,Hardtop,SZ,40,2021,,Unleaded,38000
JIMNY,Hardtop,SZ,40,2022,,Unleaded,37000
JIMNY,Hardtop,SZ,45,2021,,Unleaded,41224
JIMNY,Hardtop,SZ,50,2022,,Unleaded,40195
JIMNY,Hardtop,SZ,55,2020,,Unleaded,42695
JIMNY,Hardtop,SZ,58,2022,,Unleaded,38625
JIMNY,Hardtop,SZ,75,2022,,Unleaded,44027
JIMNY,Hardtop,SZ,120,2022,,Unleaded,46000
JIMNY,Hardtop,SZ,478,2022,,Unleaded,42285
JIMNY,Hardtop,SZ,600,2020,,Unleaded,43000
JIMNY,Hardtop,SZ,739,2021,,Unleaded,39731
JIMNY,Hardtop,SZ,891,2022,,Unleaded,37500
JIMNY,Hardtop,SZ,2000,2022,,Unleaded,39273
JIMNY,Hardtop,SZ,2991,2022,,Unleaded,36606
JIMNY,Hardtop,SZ,8300,2022,,Unleaded,40990
JIMNY,Hardtop,SZ,8606,2021,,Unleaded,42593
JIMNY,Hardtop,SZ,9025,2020,,Unleaded,36700
JIMNY,Hardtop,SZ,11152,2022,,Unleaded,32811
JIMNY,Hardtop,SZ,15778,2021,,Unleaded,41500
JIMNY,Hardtop,SZ,23933,2020,,Unleaded,35990
JIMNY,Hardtop,SZ,25350,2019,,Unleaded,37070
JIMNY,Hardtop,SZ,26251,2020,,Unleaded,37990
JIMNY,Hardtop,SZ,26353,2022,,Unleaded,34854
JIMNY,Hardtop,SZ,44882,2020,,Unleaded,33638
JIMNY,Hardtop,SZ,46680,2022,,Unleaded,34786
JIMNY,Hardtop,SZ,46714,2020,,Unleaded,36668
JIMNY,Hardtop,SZ,57903,2020,,Unleaded,41987
JOLION,Wagon,HL,14973,2022,,Unleaded,22836
JOLION,Wagon,HL,18214,2021,,Unleaded,25741
JUKE,Hatchback,NI,26518,2021,,Premium,22861
JUKE,Hatchback,NI,40584,2015,,Premium,12000
JUKE,Hatchback,NI,42404,2020,,Premium,20386
JUKE,Hatchback,NI,47900,2016,,Premium,13888
JUKE,Wagon,NI,55863,2023,,Premium,25800
KAMIQ,Wagon,SK,30500,2020,,Premium,17750
KANGOO,Van,RE,57693,2015,,Diesel,17001
KANGOO,Van,RE,65599,2016,,Diesel,23000
KAROQ,Wagon,SK,78439,2019,,Premium,22860
KAROQ,Wagon,SK,94063,2019,,Premium,21688
KIZASHI,Sedan,SZ,90196,2011,,Unleaded,3350
KIZASHI,Sedan,SZ,148950,2010,,Unleaded,6986
KIZASHI,Sedan,SZ,165404,2013,,Unleaded,6180
KLUGER,Wagon,TO,565,2022,,Unleaded,55800
KLUGER,Wagon,TO,4255,2022,,Unleaded,75500
KLUGER,Wagon,TO,7517,2019,,Unleaded,47000
KLUGER,Wagon,TO,12240,2022,,Unleaded,49736
KLUGER,Wagon,TO,13350,2019,,Unleaded,66888
KLUGER,Wagon,TO,14249,2019,,Unleaded,49850
KLUGER,Wagon,TO,21560,2018,,Unleaded,41500
KLUGER,Wagon,TO,28624,2019,,Unleaded,42000
KLUGER,Wagon,TO,29412,2021,,Premium,49700
KLUGER,Wagon,TO,31530,2021,,Premium,60830
KLUGER,Wagon,TO,31624,2018,,Unleaded,37800
KLUGER,Wagon,TO,31870,2021,,Premium,71045
KLUGER,Wagon,TO,31893,2019,,Unleaded,44816
KLUGER,Wagon,TO,33249,2019,,Unleaded,62400
KLUGER,Wagon,TO,34342,2021,,Premium,67581
KLUGER,Wagon,TO,36608,2014,,Unleaded,33000
KLUGER,Wagon,TO,37364,2016,,Unleaded,36599
KLUGER,Wagon,TO,37851,2019,,Unleaded,57985
KLUGER,Wagon,TO,38829,2019,,Unleaded,47623
KLUGER,Wagon,TO,41492,2017,,Unleaded,31000
KLUGER,Wagon,TO,41910,2022,,Premium,50863
KLUGER,Wagon,TO,42172,2021,,Premium,58671
KLUGER,Wagon,TO,42371,2019,,Unleaded,51500
KLUGER,Wagon,TO,44987,2015,,Unleaded,42175
KLUGER,Wagon,TO,46649,2019,,Unleaded,55000
KLUGER,Wagon,TO,46674,2014,,Unleaded,33350
KLUGER,Wagon,TO,46757,2018,,Unleaded,36000
KLUGER,Wagon,TO,47794,2019,,Unleaded,55988
