Range_Series,BodyType,ManufacturerID,Odometer,Year,Engine,FuelType,InvoiceAmount
C300,Wagon,ME,54778,2020,"4 cyl, 2 L",Unleaded,68880
C300,Wagon,ME,66409,2018,"4 cyl, 2 L",Premium,49800
C350,Sedan,ME,85305,2017,"4 cyl, 2 L",Hybrid,40690
Cabrio,Convertible,MI,72134,2016,"4 cyl, 2 L",Premium,31990
CADDY,Commercial,VO,,2023,"4 cyl, 2 L",Diesel,40990
CADDY,Commercial,VO,,2023,"4 cyl, 2 L",Diesel,43990
CADDY,Commercial,VO,15,2023,"4 cyl, 2 L",Diesel,46887
CADDY,Commercial,VO,7400,2021,"4 cyl, 2 L",Diesel,47990
CADDY,Commercial,VO,116994,2017,"4 cyl, 2 L",Diesel,27888
CADDY,Commercial,VO,127743,2019,"4 cyl, 2 L",Diesel,27990
CADDY,Wagon,VO,,2023,"4 cyl, 2 L",Diesel,52640
CADDY,Wagon,VO,97851,2013,"4 cyl, 2 L",Diesel,26880
CALAIS,Hatchback,HO,29358,2018,"4 cyl, 2 L",Premium,30990
CALAIS,Hatchback,HO,49082,2018,"4 cyl, 2 L",Premium,29990
CALAIS,Hatchback,HO,56543,2019,"4 cyl, 2 L",Premium,29950
California,Wagon,VO,,2023,"4 cyl, 2 L",Diesel,100990
CAPTIVA,SUV,HO,140785,2010,"4 cyl, 2 L",Diesel,9499
CAPTIVA,SUV,HO,140842,2010,"4 cyl, 2 L",Diesel,8999
CAPTIVA,SUV,HO,155946,2010,"4 cyl, 2 L",Diesel,11990
CAPTIVA,SUV,HO,173459,2009,"4 cyl, 2 L",Diesel,8999
CAPTIVA,SUV,HO,181260,2010,"4 cyl, 2 L",Diesel,6999
CAPTIVA,SUV,HO,188391,2010,"4 cyl, 2 L",Diesel,9990
CAPTIVA,SUV,HO,217802,2008,"4 cyl, 2 L",Diesel,8999
CAPTIVA,SUV,HO,220454,2007,"4 cyl, 2 L",Diesel,5499
CAPTIVA,SUV,HO,254988,2009,"4 cyl, 2 L",Diesel,6750
Caravelle,Wagon,VO,126259,2018,"4 cyl, 2 L",Diesel,38971
Caravelle,Wagon,VO,200403,2010,"4 cyl, 2 L",Diesel,39990
CC,Sedan,VO,117146,2014,"4 cyl, 2 L",Diesel,18990
CERATO,Coupe,KI,97125,2011,"4 cyl, 2 L",Unleaded,11990
CERATO,Coupe,KI,148823,2011,"4 cyl, 2 L",Unleaded,11990
CERATO,Coupe,KI,185664,2012,"4 cyl, 2 L",Unleaded,10999
CERATO,Coupe,KI,217121,2010,"4 cyl, 2 L",Unleaded,6990
CERATO,Hatchback,KI,,2023,"4 cyl, 2 L",Unleaded,28390
CERATO,Hatchback,KI,4451,2022,"4 cyl, 2 L",Unleaded,32990
CERATO,Hatchback,KI,10833,2021,"4 cyl, 2 L",Unleaded,29990
CERATO,Hatchback,KI,12421,2022,"4 cyl, 2 L",Unleaded,29990
CERATO,Hatchback,KI,12670,2019,"4 cyl, 2 L",Unleaded,27990
CERATO,Hatchback,KI,13424,2021,"4 cyl, 2 L",Unleaded,29990
CERATO,Hatchback,KI,15368,2022,"4 cyl, 2 L",Unleaded,29990
CERATO,Hatchback,KI,15729,2020,"4 cyl, 2 L",Unleaded,28988
CERATO,Hatchback,KI,15852,2018,"4 cyl, 2 L",Unleaded,22990
CERATO,Hatchback,KI,16545,2022,"4 cyl, 2 L",Unleaded,28990
CERATO,Hatchback,KI,19089,2022,"4 cyl, 2 L",Unleaded,29990
CERATO,Hatchback,KI,21350,2017,"4 cyl, 2 L",Unleaded,22990
CERATO,Hatchback,KI,22967,2021,"4 cyl, 2 L",Unleaded,27868
CERATO,Hatchback,KI,23205,2020,"4 cyl, 2 L",Unleaded,26980
CERATO,Hatchback,KI,23345,2021,"4 cyl, 2 L",Unleaded,28990
CERATO,Hatchback,KI,23493,2020,"4 cyl, 2 L",Unleaded,27490
CERATO,Hatchback,KI,23999,2022,"4 cyl, 2 L",Unleaded,28990
CERATO,Hatchback,KI,27333,2017,"4 cyl, 2 L",Unleaded,23490
CERATO,Hatchback,KI,29502,2018,"4 cyl, 2 L",Unleaded,20990
CERATO,Hatchback,KI,33425,2021,"4 cyl, 2 L",Unleaded,24998
CERATO,Hatchback,KI,33681,2018,"4 cyl, 2 L",Unleaded,22888
CERATO,Hatchback,KI,35288,2017,"4 cyl, 2 L",Unleaded,17999
CERATO,Hatchback,KI,35666,2022,"4 cyl, 2 L",Unleaded,27990
CERATO,Hatchback,KI,37149,2017,"4 cyl, 2 L",Unleaded,22999
CERATO,Hatchback,KI,38492,2018,"4 cyl, 2 L",Unleaded,21990
CERATO,Hatchback,KI,39654,2021,"4 cyl, 2 L",Unleaded,27990
CERATO,Hatchback,KI,41262,2018,"4 cyl, 2 L",Unleaded,21290
CERATO,Hatchback,KI,44161,2020,"4 cyl, 2 L",Unleaded,22888
CERATO,Hatchback,KI,44859,2020,"4 cyl, 2 L",Unleaded,26995
CERATO,Hatchback,KI,45847,2016,"4 cyl, 2 L",Unleaded,19500
CERATO,Hatchback,KI,47000,2020,"4 cyl, 2 L",Unleaded,25750
CERATO,Hatchback,KI,47325,2018,"4 cyl, 2 L",Unleaded,21777
CERATO,Hatchback,KI,48543,2019,"4 cyl, 2 L",Unleaded,24990
CERATO,Hatchback,KI,48800,2020,"4 cyl, 2 L",Unleaded,23977
CERATO,Hatchback,KI,49242,2019,"4 cyl, 2 L",Unleaded,23990
CERATO,Hatchback,KI,50067,2020,"4 cyl, 2 L",Unleaded,23900
CERATO,Hatchback,KI,52996,2020,"4 cyl, 2 L",Unleaded,26500
CERATO,Hatchback,KI,53180,2019,"4 cyl, 2 L",Unleaded,21800
CERATO,Hatchback,KI,53201,2020,"4 cyl, 2 L",Unleaded,22980
CERATO,Hatchback,KI,53883,2020,"4 cyl, 2 L",Unleaded,22490
CERATO,Hatchback,KI,54548,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Hatchback,KI,54577,2021,"4 cyl, 2 L",Unleaded,32990
CERATO,Hatchback,KI,54739,2019,"4 cyl, 2 L",Unleaded,21990
CERATO,Hatchback,KI,54995,2020,"4 cyl, 2 L",Unleaded,24888
CERATO,Hatchback,KI,55430,2020,"4 cyl, 2 L",Unleaded,23988
CERATO,Hatchback,KI,55566,2020,"4 cyl, 2 L",Unleaded,23990
CERATO,Hatchback,KI,55889,2020,"4 cyl, 2 L",Unleaded,22990
CERATO,Hatchback,KI,56189,2020,"4 cyl, 2 L",Unleaded,21888
CERATO,Hatchback,KI,56309,2020,"4 cyl, 2 L",Unleaded,20990
CERATO,Hatchback,KI,57101,2020,"4 cyl, 2 L",Unleaded,23980
CERATO,Hatchback,KI,57216,2020,"4 cyl, 2 L",Unleaded,20990
CERATO,Hatchback,KI,57235,2020,"4 cyl, 2 L",Unleaded,23990
CERATO,Hatchback,KI,57308,2020,"4 cyl, 2 L",Unleaded,21950
CERATO,Hatchback,KI,57418,2019,"4 cyl, 2 L",Unleaded,24995
CERATO,Hatchback,KI,57502,2020,"4 cyl, 2 L",Unleaded,20990
CERATO,Hatchback,KI,57719,2020,"4 cyl, 2 L",Unleaded,20990
CERATO,Hatchback,KI,59039,2020,"4 cyl, 2 L",Unleaded,24990
CERATO,Hatchback,KI,59139,2020,"4 cyl, 2 L",Unleaded,24950
CERATO,Hatchback,KI,59461,2019,"4 cyl, 2 L",Unleaded,23291
CERATO,Hatchback,KI,60153,2020,"4 cyl, 2 L",Unleaded,21997
CERATO,Hatchback,KI,60638,2019,"4 cyl, 2 L",Unleaded,21990
CERATO,Hatchback,KI,60692,2019,"4 cyl, 2 L",Unleaded,22999
CERATO,Hatchback,KI,61388,2019,"4 cyl, 2 L",Unleaded,24990
CERATO,Hatchback,KI,61515,2020,"4 cyl, 2 L",Unleaded,23977
CERATO,Hatchback,KI,62339,2019,"4 cyl, 2 L",Unleaded,28990
CERATO,Hatchback,KI,63268,2018,"4 cyl, 2 L",Unleaded,21490
CERATO,Hatchback,KI,63851,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Hatchback,KI,65374,2018,"4 cyl, 2 L",Unleaded,26990
CERATO,Hatchback,KI,65819,2019,"4 cyl, 2 L",Unleaded,26990
CERATO,Hatchback,KI,68050,2014,"4 cyl, 2 L",Unleaded,21990
CERATO,Hatchback,KI,68388,2019,"4 cyl, 2 L",Unleaded,24990
CERATO,Hatchback,KI,68709,2020,"4 cyl, 2 L",Unleaded,23980
CERATO,Hatchback,KI,69317,2019,"4 cyl, 2 L",Unleaded,18800
CERATO,Hatchback,KI,69563,2006,"4 cyl, 2 L",Unleaded,7999
CERATO,Hatchback,KI,73963,2019,"4 cyl, 2 L",Unleaded,23888
CERATO,Hatchback,KI,74263,2018,"4 cyl, 2 L",Unleaded,18990
CERATO,Hatchback,KI,74904,2020,"4 cyl, 2 L",Unleaded,22977
CERATO,Hatchback,KI,75517,2018,"4 cyl, 2 L",Unleaded,20998
CERATO,Hatchback,KI,79130,2019,"4 cyl, 2 L",Unleaded,29990
CERATO,Hatchback,KI,79233,2019,"4 cyl, 2 L",Unleaded,21000
CERATO,Hatchback,KI,85742,2019,"4 cyl, 2 L",Unleaded,22950
CERATO,Hatchback,KI,87705,2017,"4 cyl, 2 L",Unleaded,19990
CERATO,Hatchback,KI,94423,2016,"4 cyl, 2 L",Unleaded,16800
CERATO,Hatchback,KI,96006,2016,"4 cyl, 2 L",Unleaded,15690
CERATO,Hatchback,KI,105721,2011,"4 cyl, 2 L",Unleaded,13990
CERATO,Hatchback,KI,105920,2016,"4 cyl, 2 L",Unleaded,16996
CERATO,Hatchback,KI,108541,2019,"4 cyl, 2 L",Unleaded,22990
CERATO,Hatchback,KI,124712,2017,"4 cyl, 2 L",Unleaded,19990
CERATO,Hatchback,KI,127234,2017,"4 cyl, 2 L",Unleaded,19990
CERATO,Hatchback,KI,134154,2014,"4 cyl, 2 L",Unleaded,18990
CERATO,Hatchback,KI,135094,2016,"4 cyl, 2 L",Unleaded,15998
CERATO,Hatchback,KI,145934,2012,"4 cyl, 2 L",Unleaded,13999
CERATO,Hatchback,KI,146495,2012,"4 cyl, 2 L",Unleaded,10995
CERATO,Hatchback,KI,154124,2016,"4 cyl, 2 L",Unleaded,13990
CERATO,Hatchback,KI,154623,2019,"4 cyl, 2 L",Unleaded,18990
CERATO,Hatchback,KI,163829,2007,"4 cyl, 2 L",Unleaded,8499
CERATO,Sedan,KI,11721,2022,"4 cyl, 2 L",Unleaded,31990
CERATO,Sedan,KI,12376,2020,"4 cyl, 2 L",Unleaded,27930
CERATO,Sedan,KI,18387,2022,"4 cyl, 2 L",Unleaded,31990
CERATO,Sedan,KI,19158,2018,"4 cyl, 2 L",Unleaded,25990
CERATO,Sedan,KI,19260,2022,"4 cyl, 2 L",Unleaded,31990
CERATO,Sedan,KI,19795,2021,"4 cyl, 2 L",Unleaded,27990
CERATO,Sedan,KI,22029,2020,"4 cyl, 2 L",Unleaded,26990
CERATO,Sedan,KI,24392,2019,"4 cyl, 2 L",Unleaded,23930
CERATO,Sedan,KI,24575,2021,"4 cyl, 2 L",Unleaded,26490
CERATO,Sedan,KI,25343,2019,"4 cyl, 2 L",Unleaded,24999
CERATO,Sedan,KI,28687,2019,"4 cyl, 2 L",Unleaded,26890
CERATO,Sedan,KI,30527,2018,"4 cyl, 2 L",Unleaded,21990
CERATO,Sedan,KI,33493,2018,"4 cyl, 2 L",Unleaded,24499
CERATO,Sedan,KI,37004,2020,"4 cyl, 2 L",Unleaded,26999
CERATO,Sedan,KI,37797,2018,"4 cyl, 2 L",Unleaded,23950
CERATO,Sedan,KI,38118,2018,"4 cyl, 2 L",Unleaded,24999
CERATO,Sedan,KI,38823,2021,"4 cyl, 2 L",Unleaded,24490
CERATO,Sedan,KI,41000,2020,"4 cyl, 2 L",Unleaded,25450
CERATO,Sedan,KI,41255,2019,"4 cyl, 2 L",Unleaded,24990
CERATO,Sedan,KI,42688,2019,"4 cyl, 2 L",Unleaded,19990
CERATO,Sedan,KI,46069,2020,"4 cyl, 2 L",Unleaded,24950
CERATO,Sedan,KI,46072,2020,"4 cyl, 2 L",Unleaded,25990
CERATO,Sedan,KI,46601,2020,"4 cyl, 2 L",Unleaded,23977
CERATO,Sedan,KI,47908,2020,"4 cyl, 2 L",Unleaded,26868
CERATO,Sedan,KI,48128,2020,"4 cyl, 2 L",Unleaded,23999
CERATO,Sedan,KI,48170,2019,"4 cyl, 2 L",Unleaded,22999
CERATO,Sedan,KI,49146,2019,"4 cyl, 2 L",Unleaded,21990
CERATO,Sedan,KI,49295,2017,"4 cyl, 2 L",Unleaded,22864
CERATO,Sedan,KI,49451,2020,"4 cyl, 2 L",Unleaded,23977
CERATO,Sedan,KI,50585,2020,"4 cyl, 2 L",Unleaded,24990
CERATO,Sedan,KI,50695,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,50802,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,50865,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,50974,2019,"4 cyl, 2 L",Unleaded,22980
CERATO,Sedan,KI,51232,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,51816,2020,"4 cyl, 2 L",Unleaded,23900
CERATO,Sedan,KI,52385,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,52448,2019,"4 cyl, 2 L",Unleaded,21870
CERATO,Sedan,KI,52642,2020,"4 cyl, 2 L",Unleaded,21888
CERATO,Sedan,KI,52844,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,52898,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,53284,2017,"4 cyl, 2 L",Unleaded,21488
CERATO,Sedan,KI,53374,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,53644,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,53781,2019,"4 cyl, 2 L",Unleaded,23490
CERATO,Sedan,KI,53913,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,54036,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,54177,2020,"4 cyl, 2 L",Unleaded,23980
CERATO,Sedan,KI,54412,2019,"4 cyl, 2 L",Unleaded,24990
CERATO,Sedan,KI,54992,2020,"4 cyl, 2 L",Unleaded,23498
CERATO,Sedan,KI,56290,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,56310,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,56768,2020,"4 cyl, 2 L",Unleaded,25490
CERATO,Sedan,KI,57201,2020,"4 cyl, 2 L",Unleaded,26980
CERATO,Sedan,KI,57917,2019,"4 cyl, 2 L",Unleaded,24990
CERATO,Sedan,KI,59383,2020,"4 cyl, 2 L",Unleaded,23980
CERATO,Sedan,KI,60345,2019,"4 cyl, 2 L",Unleaded,22999
CERATO,Sedan,KI,60590,2019,"4 cyl, 2 L",Unleaded,22999
CERATO,Sedan,KI,62563,2019,"4 cyl, 2 L",Unleaded,24990
CERATO,Sedan,KI,62655,2021,"4 cyl, 2 L",Unleaded,25925
CERATO,Sedan,KI,62919,2020,"4 cyl, 2 L",Unleaded,23990
CERATO,Sedan,KI,65197,2020,"4 cyl, 2 L",Unleaded,21490
CERATO,Sedan,KI,71800,2009,"4 cyl, 2 L",Unleaded,10990
CERATO,Sedan,KI,74736,2017,"4 cyl, 2 L",Unleaded,21999
CERATO,Sedan,KI,82345,2019,"4 cyl, 2 L",Unleaded,20990
CERATO,Sedan,KI,84266,2018,"4 cyl, 2 L",Unleaded,23990
CERATO,Sedan,KI,84741,2017,"4 cyl, 2 L",Unleaded,21990
CERATO,Sedan,KI,85699,2018,"4 cyl, 2 L",Unleaded,26993
CERATO,Sedan,KI,87519,2019,"4 cyl, 2 L",Unleaded,20248
CERATO,Sedan,KI,89705,2018,"4 cyl, 2 L",Unleaded,21990
CERATO,Sedan,KI,95747,2017,"4 cyl, 2 L",Unleaded,19999
CERATO,Sedan,KI,97041,2018,"4 cyl, 2 L",Unleaded,21990
CERATO,Sedan,KI,98111,2017,"4 cyl, 2 L",Unleaded,19890
CERATO,Sedan,KI,101146,2017,"4 cyl, 2 L",Unleaded,18900
CERATO,Sedan,KI,105715,2018,"4 cyl, 2 L",Unleaded,18990
CERATO,Sedan,KI,135500,2013,"4 cyl, 2 L",Unleaded,16990
CERATO,Sedan,KI,139350,2007,"4 cyl, 2 L",Unleaded,8990
CERATO,Sedan,KI,140267,2016,"4 cyl, 2 L",Unleaded,15500
CERATO,Sedan,KI,145502,2013,"4 cyl, 2 L",Unleaded,14999
CERATO,Sedan,KI,152513,2013,"4 cyl, 2 L",Unleaded,10995
CERATO,Sedan,KI,191787,2010,"4 cyl, 2 L",Unleaded,6850
CERATO,Sedan,KI,274000,2010,"4 cyl, 2 L",Unleaded,9990
CERATO,Sedan,KI,276650,2011,"4 cyl, 2 L",Unleaded,6990
CHEROKEE,SUV,JE,50000,2014,"4 cyl, 2 L",Diesel,25990
CHEROKEE,SUV,JE,101855,2014,"4 cyl, 2 L",Diesel,24990
CHEROKEE,SUV,JE,145643,2015,"4 cyl, 2 L",Diesel,21990
CIVIC,Hatchback,HO,722,2023,"4 cyl, 2 L",Premium,78800
CIVIC,Hatchback,HO,1238,2023,"4 cyl, 2 L",Premium,77777
CIVIC,Hatchback,HO,24234,2020,"4 cyl, 2 L",Premium,33270
CIVIC,Hatchback,HO,31685,2017,"4 cyl, 2 L",Premium,55990
CIVIC,Hatchback,HO,49860,2017,"4 cyl, 2 L",Premium,52900
CIVIC,Hatchback,HO,68602,2019,"4 cyl, 2 L",Premium,49990
CIVIC,Hatchback,HO,88363,2017,"4 cyl, 2 L",Premium,49880
CIVIC,Hatchback,HO,165450,2008,"4 cyl, 2 L",Premium,18990
CIVIC,Hatchback,HO,185326,2007,"4 cyl, 2 L",Premium,12999
CIVIC,Sedan,HO,118440,2014,"4 cyl, 2 L",Unleaded,17490
CIVIC,Sedan,HO,159621,2014,"4 cyl, 2 L",Unleaded,16990
CIVIC,Sedan,HO,213192,2007,"4 cyl, 2 L",Unleaded,8990
CLA,Sedan,ME,3182,2022,"4 cyl, 2 L",Premium,82800
CLA,Sedan,ME,21402,2022,"4 cyl, 2 L",Premium,76900
CLA,Sedan,ME,61693,2020,"4 cyl, 2 L",Premium,56800
CLA250,Sedan,ME,32415,2018,"4 cyl, 2 L",Premium,51990
CLA250,Sedan,ME,69677,2018,"4 cyl, 2 L",Premium,45990
CLA250,Sedan,ME,78403,2015,"4 cyl, 2 L",Premium,34800
CLA250,Sedan,ME,82889,2017,"4 cyl, 2 L",Premium,42980
CLA250,Sedan,ME,89831,2017,"4 cyl, 2 L",Premium,39990
CLA250,Sedan,ME,104154,2016,"4 cyl, 2 L",Premium,33990
CLA250,Wagon,ME,58846,2018,"4 cyl, 2 L",Premium,45830
CLA250,Wagon,ME,66874,2015,"4 cyl, 2 L",Premium,37950
CLA250,Wagon,ME,79179,2017,"4 cyl, 2 L",Premium,39990
CLA35,Sedan,ME,4832,2021,"4 cyl, 2 L",Premium,89970
CLA45,Sedan,ME,25254,2020,"4 cyl, 2 L",Premium,99900
CLA45,Sedan,ME,26482,2021,"4 cyl, 2 L",Premium,117990
CLA45,Sedan,ME,46109,2020,"4 cyl, 2 L",Premium,109800
CLA45,Sedan,ME,52045,2018,"4 cyl, 2 L",Premium,64788
CLA45,Sedan,ME,69743,2018,"4 cyl, 2 L",Premium,67990
CLA45,Sedan,ME,75684,2016,"4 cyl, 2 L",Premium,63950
CLA45,Sedan,ME,80248,2013,"4 cyl, 2 L",Premium,42990
CLA45,Sedan,ME,94520,2017,"4 cyl, 2 L",Premium,49888
CLA45,Sedan,ME,102088,2014,"4 cyl, 2 L",Premium,39888
CLA45,Sedan,ME,119000,2017,"4 cyl, 2 L",Premium,52990
CLA45,Sedan,ME,128568,2013,"4 cyl, 2 L",Premium,40990
CLA45,Wagon,ME,127138,2016,"4 cyl, 2 L",Premium,45888
CLUBMAN,Wagon,MI,,2023,"4 cyl, 2 L",Premium,57900
CLUBMAN,Wagon,MI,,2023,"4 cyl, 2 L",Premium,64300
CLUBMAN,Wagon,MI,52608,2017,"4 cyl, 2 L",Premium,34990
CLUBMAN,Wagon,MI,54134,2016,"4 cyl, 2 L",Premium,32800
CLUBMAN,Wagon,MI,79024,2020,"4 cyl, 2 L",Premium,43888
CLUBMAN,Wagon,MI,81101,2017,"4 cyl, 2 L",Premium,34990
CLUBMAN,Wagon,MI,163591,2018,"4 cyl, 2 L",Premium,29990
COMMODORE,Hatchback,HO,44781,2017,"4 cyl, 2 L",Premium,24788
COMMODORE,Hatchback,HO,54000,2018,"4 cyl, 2 L",Premium,29950
COMMODORE,Hatchback,HO,80521,2018,"4 cyl, 2 L",Premium,23990
COMMODORE,Hatchback,HO,85116,2018,"4 cyl, 2 L",Premium,26950
COMMODORE,Hatchback,HO,85121,2017,"4 cyl, 2 L",Premium,26880
COMMODORE,Hatchback,HO,85908,2018,"4 cyl, 2 L",Premium,21950
COMMODORE,Wagon,HO,22779,2018,"4 cyl, 2 L",Premium,26990
COMMODORE,Wagon,HO,28000,2018,"4 cyl, 2 L",Premium,23850
COMMODORE,Wagon,HO,33667,2019,"4 cyl, 2 L",Premium,25275
COMMODORE,Wagon,HO,42098,2019,"4 cyl, 2 L",Premium,23735
COMMODORE,Wagon,HO,55912,2018,"4 cyl, 2 L",Premium,22990
COMMODORE,Wagon,HO,70761,2019,"4 cyl, 2 L",Premium,27990
COMMODORE,Wagon,HO,71523,2018,"4 cyl, 2 L",Premium,24999
COMMODORE,Wagon,HO,94406,2018,"4 cyl, 2 L",Diesel,21990
COMMODORE,Wagon,HO,97343,2018,"4 cyl, 2 L",Premium,23990
COMMODORE,Wagon,HO,101496,2018,"4 cyl, 2 L",Premium,16990
COMMODORE,Wagon,HO,143806,2018,"4 cyl, 2 L",Premium,14990
COMMODORE,Wagon,HO,179430,2018,"4 cyl, 2 L",Diesel,16990
COMPASS,SUV,JE,40,2023,"4 cyl, 2 L",Diesel,55574
COMPASS,SUV,JE,94072,2013,"4 cyl, 2 L",Premium,15988
COMPASS,SUV,JE,109512,2012,"4 cyl, 2 L",Premium,14990
COMPASS,SUV,JE,129898,2014,"4 cyl, 2 L",Premium,12900
COMPASS,SUV,JE,163790,2014,"4 cyl, 2 L",Premium,11899
COMPASS,SUV,JE,175284,2014,"4 cyl, 2 L",Premium,13990
CONVERTIBLE,Convertible,MI,,2023,"4 cyl, 2 L",Premium,58630
CONVERTIBLE,Convertible,MI,,2023,"4 cyl, 2 L",Premium,60380
CONVERTIBLE,Convertible,MI,1550,2023,"4 cyl, 2 L",Premium,69900
CONVERTIBLE,Convertible,MI,26758,2018,"4 cyl, 2 L",Premium,42999
CONVERTIBLE,Convertible,MI,28680,2020,"4 cyl, 2 L",Premium,57999
COOPER,Hatchback,MI,28000,2017,"4 cyl, 2 L",Premium,41500
COOPER,Hatchback,MI,31620,2018,"4 cyl, 2 L",Premium,39990
COOPER,Hatchback,MI,58420,2016,"4 cyl, 2 L",Premium,35900
COOPER,Hatchback,MI,62201,2017,"4 cyl, 2 L",Premium,32490
COOPER,Hatchback,MI,66900,2014,"4 cyl, 2 L",Premium,26880
COOPER,Hatchback,MI,69904,2016,"4 cyl, 2 L",Premium,27999
COOPER,Hatchback,MI,72501,2017,"4 cyl, 2 L",Premium,31990
COOPER,Hatchback,MI,92892,2015,"4 cyl, 2 L",Premium,27990
COOPER,Hatchback,MI,98710,2015,"4 cyl, 2 L",Premium,24490
COOPER,Hatchback,MI,128086,2016,"4 cyl, 2 L",Premium,29990
COOPER,Hatchback,MI,174863,2014,"4 cyl, 2 L",Premium,24500
COROLLA,Hatchback,TO,10,2023,"4 cyl, 2 L",Unleaded,37363
COROLLA,Hatchback,TO,14,2023,"4 cyl, 2 L",Unleaded,37997
COROLLA,Hatchback,TO,22,2023,"4 cyl, 2 L",Unleaded,36989
COROLLA,Hatchback,TO,25,2023,"4 cyl, 2 L",Unleaded,36988
COROLLA,Hatchback,TO,35,2023,"4 cyl, 2 L",Unleaded,35970
COROLLA,Hatchback,TO,35,2023,"4 cyl, 2 L",Unleaded,37990
COROLLA,Hatchback,TO,52,2023,"4 cyl, 2 L",Unleaded,35970
COROLLA,Hatchback,TO,2784,2022,"4 cyl, 2 L",Unleaded,43895
COROLLA,Hatchback,TO,6476,2021,"4 cyl, 2 L",Unleaded,34888
COROLLA,Hatchback,TO,10499,2022,"4 cyl, 2 L",Unleaded,34990
COROLLA,Hatchback,TO,10581,2018,"4 cyl, 2 L",Unleaded,29990
COROLLA,Hatchback,TO,10747,2020,"4 cyl, 2 L",Unleaded,34888
COROLLA,Hatchback,TO,14168,2021,"4 cyl, 2 L",Unleaded,29895
COROLLA,Hatchback,TO,15000,2018,"4 cyl, 2 L",Unleaded,26900
COROLLA,Hatchback,TO,15958,2021,"4 cyl, 2 L",Unleaded,33888
COROLLA,Hatchback,TO,16240,2020,"4 cyl, 2 L",Unleaded,38990
COROLLA,Hatchback,TO,16777,2022,"4 cyl, 2 L",Unleaded,32894
COROLLA,Hatchback,TO,20463,2020,"4 cyl, 2 L",Unleaded,26995
COROLLA,Hatchback,TO,25252,2022,"4 cyl, 2 L",Unleaded,29990
COROLLA,Hatchback,TO,27050,2021,"4 cyl, 2 L",Unleaded,27990
COROLLA,Hatchback,TO,28247,2021,"4 cyl, 2 L",Unleaded,34888
COROLLA,Hatchback,TO,29968,2020,"4 cyl, 2 L",Unleaded,37888
COROLLA,Hatchback,TO,34078,2021,"4 cyl, 2 L",Unleaded,30990
COROLLA,Hatchback,TO,34458,2021,"4 cyl, 2 L",Unleaded,29388
COROLLA,Hatchback,TO,35179,2021,"4 cyl, 2 L",Unleaded,29588
COROLLA,Hatchback,TO,36310,2021,"4 cyl, 2 L",Unleaded,29990
COROLLA,Hatchback,TO,37266,2021,"4 cyl, 2 L",Unleaded,34980
COROLLA,Hatchback,TO,37637,2021,"4 cyl, 2 L",Unleaded,28990
COROLLA,Hatchback,TO,38115,2019,"4 cyl, 2 L",Unleaded,32990
COROLLA,Hatchback,TO,42000,2019,"4 cyl, 2 L",Unleaded,32999
COROLLA,Hatchback,TO,43493,2021,"4 cyl, 2 L",Unleaded,29990
COROLLA,Hatchback,TO,44220,2021,"4 cyl, 2 L",Unleaded,35888
COROLLA,Hatchback,TO,49303,2019,"4 cyl, 2 L",Unleaded,34990
COROLLA,Hatchback,TO,50455,2020,"4 cyl, 2 L",Unleaded,29990
COROLLA,Hatchback,TO,51062,2021,"4 cyl, 2 L",Unleaded,28990
COROLLA,Hatchback,TO,51897,2021,"4 cyl, 2 L",Unleaded,28990
COROLLA,Hatchback,TO,53421,2018,"4 cyl, 2 L",Unleaded,27989
COROLLA,Hatchback,TO,53691,2018,"4 cyl, 2 L",Unleaded,34990
COROLLA,Hatchback,TO,56202,2018,"4 cyl, 2 L",Unleaded,26990
COROLLA,Hatchback,TO,56944,2020,"4 cyl, 2 L",Unleaded,32090
COROLLA,Hatchback,TO,57665,2019,"4 cyl, 2 L",Unleaded,27990
COROLLA,Hatchback,TO,59399,2020,"4 cyl, 2 L",Unleaded,28100
COROLLA,Hatchback,TO,60910,2019,"4 cyl, 2 L",Unleaded,26977
COROLLA,Hatchback,TO,62698,2019,"4 cyl, 2 L",Unleaded,31990
COROLLA,Hatchback,TO,62786,2018,"4 cyl, 2 L",Unleaded,29977
COROLLA,Hatchback,TO,67192,2020,"4 cyl, 2 L",Unleaded,27895
COROLLA,Hatchback,TO,76625,2019,"4 cyl, 2 L",Unleaded,27888
COROLLA,Hatchback,TO,78160,2019,"4 cyl, 2 L",Unleaded,31995
